               uid                |       mid        |                                                                                                                                       blog_content                                                                                                                                       
 0a87214802b26e5ea0a7951d92c0c3e5 | 3859802092705186 | #中国股市#【人社部解释“养老金入市”：对股市影响或会平缓】据中国之声《新闻纵横》报道，《基本养老保险基金投资管理办法》29号开始向社会征求意见。这个《办法》如果通过，意味着  ...(发自@微博桌面 
 0a87214802b26e5ea0a7951d92c0c3e5 | 3859801593405761 | #中国股市#【外媒：为抑制股市下跌 中国有多项政策在待命】股市的进一步下挫将损害中国企业的融资及偿债能力，从而将加大中国经济的下行压力。因此，自两周前中国股市开始大跌以来，政  ...(发自@微博桌面 
 0a8895e849949f11ea4ba2499abc31a3 | 3859779733123342 | 随着全球危机迫在眉睫，世界命运如履薄冰，史塔克不得不再度穿上钢铁侠盔甲拯救世界。战无不胜的真英雄再次出击！@迪士尼互动 我正在使用“钢铁侠”会员专属模板，你也来换装吧！ 
 0a89d607588a802067a5727d48ae4f3b | 3859766768411143 | 【媒体：证监会主要领导无变动】7月1日，据中国资本证券网消息，经核实，中国证监会主要领导无变动。网传中国证监会主要领导变动，为虚假消息。
 0a92aa38d52684d0c4166235b9793580 | 3859620353776540 | 觉得每次看微博都很虐心，因为看到都是和自己感同身受的文字和图片
 0a934d7f4477e5710398bdb4366bc503 | 3859878751909497 | 【古巨基被曝携妻赴法造人 回应：迟些告知】古巨基与太太Lorraine  据香港媒体报道，古巨基30日在电台宣传国语专辑时表示，早前在英国伦敦拍摄专辑封面，之前与太太Lorraine...
 0a935a86d9286e3c0aaf2ee9a7d833ce | 3859592134210997 | 【华尔街日报:阿里支付五家IPO承销银行同等费用】据外媒报道，阿里巴巴集团控股有限公司正在考虑支付五大承销主体银行大致相等的费用。该公司还计划让他们在其IPO文件拥有相同的公告按字母顺序排列，五家银行分别是瑞士信贷集团股份公司、德意志银行、高盛集团、摩根大通公司和摩根斯坦利。
 0a93e03dfe09eaa9910500fe257eaf09 | 3859726490553451 | 越狱抄袭法律途径。。。 //@玛丽莲-梦兔森色:看不懂贵圈[喵喵] //@bob1984:这也太幽默了//@失控: 漏洞也有专利了吗… //@王四哥达家码:什么鬼。。。//@Onetaway: 我国是一个可以在任何行业任何领悟开撕的国家 //@杨恩泽Eanling：看来故事比我想象中还要复杂[笑cry]
 0a95f501e0824d2c29c5c290298e3933 | 3859786871521668 | 这个香油味咖啡这么温情也是好心暖[求关注]然而这种创意永远不可能搬到中国，因为我仿佛已经能看到中国大妈们带着大容器桶簇拥着然后两两无限狂接。
 0a976a7deb94e355210220d1fb484f8c | 3859914349247385 | 国家意志面前，任何做空中国市场的行为都是意淫，都是一坨屎👊
 0a98b1fe90d05116a5b291b70075ac9a | 3859627781485026 | //@爱我中华之爱国阵线力量:感觉基督教和基督徒将会成为中国严重的社会问题！怎么就没有多少国民信仰毛泽东思想呢？我自己是信仰毛主席的思想的。感觉要想加入共产党，第一条就必须是一个坚定的毛泽东思想的支持者。希望写入党章！
 0aa0a66a8546a303f3e7b56605868f1d | 3859777349955299 | 澳大利亚全自动砌砖机器人两天建好一栋房（组图）——新浪科技讯 北京时间7月1日消息，据国外媒体报道，自人类文明出现以来，砌砖这项工作就基本上没有过什么变化，整个建筑过程依然依赖于人手，虽有条不紊，却非常缓慢。一位发明人想用他的机器人改变砌 （分享自 @新浪科技）  
 0aacc5d43d2b31f2a57681d6a5098211 | 3859666482513460 | 张清安于1982年在大巴山建立中原皇清国，刻玉玺设后宫，定都巴中县。该帝国最大的政治改革，是设副皇帝，村屠夫廖桂堂成为中国历史上第1位“副皇帝”。张还封蒋介石“威国王”，亲往邮电所，发出中国历史上第1道“快递圣旨”，信封赫然写着“蒋介石亲收”。张清安御驾亲征前，败于县公安。
 0aad3c5fac64b151ab0532ef8d536652 | 3859835407592209 | 我操你中国//【外媒：为抑制股市下跌 中国有多项政策在待命】  
 0ab0ad9ce0c3a0438e73019d4ce11cd1 | 3859697071754656 | [心][心]//@jx天民: [握手]//@玄空無夢://@赤耳丹朵: //@李小安0626:天民晚安！国门七月一日正式大开，国外企业及产品全占中国市场，肆行无忌的搞垮国内企业，洋化中国市场经济，中华儿女无奈购买洋垃圾。别说说是“东风”，恐怕是以后中国人自己的企业破产去喝“西北风”了。[怒]
 0ab0ad9ce0c3a0438e73019d4ce11cd1 | 3859697188884795 | [心][心][赞啊][赞啊][玫瑰][玫瑰]//@jx天民: [心][握手]//@天外微尘:[话筒][话筒][话筒] //@jx芬芳广电网://@反贪女侠26://@代新红: @李小安0626国门七月一日正式大开，国外企业及产品全占中国市场，肆行无忌的搞垮国内企业，洋化中国市场经济，中华儿女无奈购买洋垃圾。别说说是“东风”
 0ab0ad9ce0c3a0438e73019d4ce11cd1 | 3859704466053267 | [心][心][心]//@jx天民: [心][握手]//@少佳小屋2://@a陈旭平:[心][心]//@玄空無夢://@赤耳丹朵: //@李小安0626:天民晚安！国门七月一日正式大开，国外企业及产品全占中国市场，肆行无忌的搞垮国内企业，洋化中国市场经济，中华儿女无奈购买洋垃圾。别说说是“东风”，恐怕是以后中国人自己的企业
 0ab101f8ad56618c43170494471e8d0a | 3859916643518367 | 中国服务行业的服务意识真的很差！是因为没有小费？还是因为骨子里 就看低了自己从事的行业 并不乐意为别人提供服务？上次去青年餐厅 因为空调冷风太大要求调到别的空桌都能墨迹半天，真心该向海底捞学习 生活中，这样的例子太多了 买完电脑微信也不回复了 钱交了 预约牙医短信也不回复了 [拜拜]
 0ab33359b6ccc7e85d50cc775c4907bf | 3859726905529856 | 开源证券煤炭行业周报 当周煤炭板块随着大盘指数剧烈震荡,周一V型反转后周四周五连续深跌,煤炭指数全周收盘于4332.45点,当日跌幅8.61%,全周下跌6.14%,跑赢沪深300指数0.34个百分点。
 0ab33359b6ccc7e85d50cc775c4907bf | 3859726620437656 | 煤炭B基：份额上市交易提示性公告 富国中证煤炭指数分级证券投资基金之煤炭 A 基与煤炭 B 基基金份额上市交易提示性公告
 0ab33359b6ccc7e85d50cc775c4907bf | 3859731737260080 | 新疆首次发布能源年度报告 涵盖煤炭电力等行业发展情况 30日，记者从新疆维吾尔自治区发展改革委获悉，新疆发展改革委于近日编制发布了《新疆能源年度报告（2014）》（以下简称《报告》）。
 0ab33359b6ccc7e85d50cc775c4907bf | 3859733579028397 | 煤炭存货3年140亿 中国神华存货零计提跌价准备 在过去的一年中，煤炭价格持续下跌。作为动力煤市场价格风向标，环渤海湾动力煤指数从去年年初的610元/吨跌至去年年底的525元/吨，下跌幅度接近14%。中国神华在2014年报中也表示，其商品煤加权平均售价下跌了10.1%。
 0ab6e594a6cfe1bd53e85b32b1fc5184 | 3859918517977642 | 易宪容：稳定市场要从根本上扭转股市下跌预期 _ 财经频道 _ 东方财富网(Eastmoney.com)  
 0ac1580b20c9a6919ab6eb8cf3c7be8f | 3859773852046694 | 情感 爱情里没有备胎.[lm招财猫][ala衰][小丑][有钱]一道土墙，城内则是一all在中国香港创造的我走过一千八百个日夜坦然，会让我们的生活于是我也神圣了，一切独特的景象里浑然忘我
 0ac8faaa217c817c54ed8aba2751e78c | 3859761067713610 | //@民间治堵人陈哲宏: 也算是个进步吧//@公平正义立国之本:【和谐社会依法治国的进步】中国改革开放这么多年了，发展了各种产业各种经济，建设和谐社会必须铲除过去的阶级斗争论点，和谐社会依法治国必须取代过去强调阶级强调马列的论调。强调阶级斗争把中国搞乱了退步了，强调和谐社会强调富强、民主
 0accc07287cd3929f20c49dcd55444a1 | 3859799555130470 | 【球形精灵：虫群之路】游戏画面非常唯美，壮美的河流与山川，静谧的森林以及成片的植物都描绘的惟妙惟肖，整个游戏如同童话世界一般，游戏的操作是以重力倾斜操作和触屏操作进行控制，摇晃设备来控制球形精灵的行进方向，而通过触摸点按屏幕，可以让球形精灵起跳以跨过障碍。
 0ace588c89b7d63734bdc77abb192fcc | 3859636509828898 | 【“熊孩子”究竟“熊”在哪儿?】“熊孩子”的行为表现主要集中在：(1)动不动就发火；(2)动不动就动手，前者是情绪控制不好，后者是行为无法控制。归根结底都是自我控制能力不够所导致。早期教育的重要目标即让孩子发展起自律和自控。3岁前是培养孩子自控力的关键期。
 0ae1ac25fe8cf3ebec1884354d894028 | 3859876398341947 | 【未成年千万别点！！！！】据传，今天，兴业证券中期策略会，会场大屏幕放出清晰AV片。据说应该是医院组跨界研究传媒行业了。 据说，是实习生的错…实习生…[doge][拜拜]
 0ae4e1c4490a4309e29c82ce8ba9ecbe | 3859592952020092 | //@李胜贤你是命:love u VIHOLIC每次都是超级超级快的！[爱你][爱你][爱你][爱你][爱你]
 0ae711a32ce9ec11169a8194ad2ba60e | 3859690703967230 | //@浔阳女高音://@开心凌霄://@山高路远N:联合国有个排行榜//@同唱国际歌1:满嘴是屎竟然喷人家屁股没擦干净。//@东孟聂正文02:凡是控制媒体的，都应该消灭掉！//@临时工119:央视批判日本政府控制媒体 老牛逼了//@报人老罗:支持央视，骂死那些管控媒体的
 0ae96b5b11fdaded64a181e5b2c8f8a9 | 3859752750384013 | 发表了博文《中小企业服务机构项目管理“四项制度”》为加强中小企业发展专项资金服务体系项目管理制度的监督管理，切实发挥财政资金的引导作用，省经信委对国家和省财政专项资金支持的中小企业服务体系项目建立了四
 0aec6a62f126bb7c72ebb5ceb59fba32 | 3859922497892210 | 发表了博文《金融战争》昨天之前世界经济大战，我们的对手利用中国股市高位时去杠杆等机会成功偷袭了我金融市场；昨天我国多部门采取了多种组合手段联合进行了绝地反攻；今天世界金融市场的大战仍然继续；明天中国金
 0afb0909f66d24b2b1c55cd5142ba716 | 3859761898575874 | [呵呵]我很讨厌欺骗，非常非常非常讨厌呢！
 0b0ef4dfb26fcfa181936a4ffef627fc | 3859886964543984 | 【马云：现有金融体制难以支撑今后30年中国发展 需要搅局者进入】未来的金融其实两大机会都有，一个是金融互联网，第二个是互联网金融。我们今天必须去思考。很多问题不是今天造成的，而是历史造成的。我们很难改变历史，但我们可以改变未来。今天做准备，十年以后才有机会。
 0b10faf3a26a6bf6e536df869d5c53b4 | 3859821952647231 | 【艾华集团：冲击全球前三的电容器企业 目前国内第一】数据显示，2013-2018年全球铝电解电容器的市场需求量将从1030亿只增长至1350亿只；市场规模将从39.26亿美元增长至48.93亿美元。
 0b10faf3a26a6bf6e536df869d5c53b4 | 3859735453423660 | 【“新萨博”发力新能源汽车 2016年建厂2017年投产】国能新能源汽车有限公司三个投资方分别是：2012年完成收购萨博汽车公司的NEVS、国研科技集团公司和北京中域绿色投资管理有限公司。注册资本24亿元人民币，总投资30亿元人民币。
 0b126f02f985581ec254f372917c50b9 | 3859617472207658 | //@不沉默的大多数: 回复@方浪子:警察官方媒体公开发布煽动颠覆的信息，法律如何处理？//@方浪子:人家犯下了什么滔天大罪？//@不沉默的大多数:别书生气了 这种事的处理只能军法从事 不近人情。不然，就别混了，纪律部队都自行其事，还威信个屁啊 //@老邵杂谈:不原谅!
 0b126f02f985581ec254f372917c50b9 | 3859758278858791 | //@折花哥: 回复@中年男人q:除了美股一条外，其他都对吧？石油的爆跌，维持了美元和美股的高位，背景则是页岩油产能增加和乌克兰冲突，谎言和战争，这种不可抗力，文中也分析了。//@中年男人q:@折花哥 两年后的今天，关于a股的预言基本应验。
 0b17d91893e271242c1ccd55402da152 | 3859669342931214 | 由于中国企业培训起步较晚，在企业实际开展培训过程中往往存在着一些错误的认识与做法，使企业培训未能发挥足够的作用。有效的培训应该是塑造人的过程，那是培育企业人的途径。
 0b19144ca165e94a3eb55f625038f815 | 3859723017593440 | 【股市暴涨暴跌的原因不在于政府】         中国股市近来的暴涨暴跌引起了理论界的严重关注与纷纷评论。大多数都以为中国股市的暴涨暴跌，原因在于政府的措施失当。而且可笑的是，这些人都在要求政府想办法保护散户股民的投资利益。上海交通大学安泰经济与管理学院教授 潘  
 0b2756b2eb43516d40e9129430d79a92 | 3859787119293285 | 【上证报头条：杠杆市迈向2.0时代】《上海证券报》今日发表头条文章称，杠杆存在有其合理性，是资本市场不可或缺的部分。文章呼吁，需要更加高效透明的监管，需要更加成熟专业的投资者，也需要更加包容开放的社会认知。证监会昨日亦表态称，场外配资存量可继续，不增加新量。
 0b2756b2eb43516d40e9129430d79a92 | 3859928274105366 | 利好两条：扩大证券公司融资渠道。
 0b2756b2eb43516d40e9129430d79a92 | 3859917460704970 | [心]//@Wind资讯:民生证券策略分析师李少君：从今日两大交易所及中国结算的举动来看，表态或者以实际行动维护市场稳定的部门正在陆续增加。钱虽少，精神佳。这不是第一个，也不会是最后一个。政策底正逐渐清晰，“类平准基金”机构、机构投资者应当勇于维护市场稳定，防范风险蔓延。
 0b2bc9e5f6c5f8b8f8353186cab550a3 | 3859918312678179 | 白银处于震荡下跌行情，白银维持逢高做空操作，压力15.7美元，支撑15.5美元
 0b2cd2340b0fed566c43120172f03a20 | 3859758337764087 | 【看视频必须先付钱，视频网站要自我革命？】先付费模式一旦进入中国市场，注定会受到人们的质疑。而先付费模式还有一个须解决的问题，那就是广告利益链条
 0b40266d2982f91cb4a605c696ec312a | 3859818328817371 | 魂又丢了😭。再次呼吁，禁止卖空，暂停股指期货交易。既然是要慢牛，就不应该还留着这两种完全市场化的不稳定因子！//@花儿和带鱼:立刻发布新政，禁止卖空，暂停股指期货。我们需要慢牛，卖空和股指期货不符合慢牛对市场的结构性偏好✊
 0b50900d878ba59735a1bd8c7f1a7ac9 | 3859825757191733 | 修复方向明确但道路曲折 7月开门行情颇为曲折，市场也是先涨后跌，对刚刚经历暴跌的股民来说，市场这样反复的走势的确有些煎熬，但这是市场必须要经历的，指数并不是1天跌下去的，但 ...(发自@微博桌面 
 0b5c68a2e41a8104ba36c129102de099 | 3859782672910690 | 策略上，投资者短期可以利用反弹的机会调仓换股，规避纯粹概念炒作且没业绩支撑的公司，重点关注低估值的绩优蓝筹股。选股方面，建议投资者做超跌股，在昨日两市的反弹中创业板反弹力度最大，短期选股建议投资者继续关注超跌股，目前很多个股已被腰斩，后市一反弹，这极度超跌股将有较大的反弹空间。
 0b5c68a2e41a8104ba36c129102de099 | 3859817918044194 | 周三早盘，沪指低开高走，震荡攀升，盘中站上4300点，权重股低迷，临近午盘沪指冲高回落；午后开盘沪指震荡走低，盘中多次跳水，尾盘跌幅扩大，连续失守4200、4100点逼近4000点，权重股重挫，题材股再度暴跌。
 0b5c68a2e41a8104ba36c129102de099 | 3859816604850863 | 称QFII、RQFII利用期指做空A股市场传闻不实。并且证监会转发了此微博。据报道，中国监管机构正想方设法为持续下滑的股市提供支撑，目前中国政府对股市崩盘的担忧已超过对其他经济问题的关注。近期证监会接连出台利好，表明监管层希望股市健康平稳发展。
 0b5f8f30b71fae9a1cd99975e585248e | 3859840827042572 | 【百度投资美国内容推荐引擎Taboola】5月22日，内容推荐引擎Toboola宣布获得百度数百万美元的投资，百度将助其内容发现服务进入中国市场。而据华尔街日报网站称，此笔投资金额在2000万美元-3000万美元之间。
 0b6161fd6aab26d826d4770122b10804 | 3859891808731296 | 我们还是婴儿时，不需要任何原因就会笑；孩童时，我们只要有一颗糖就会笑；再长大些，考个一百分就无比高兴；到后来只要和暗恋的男生见上一面就开心很多天…可是慢慢的，我们要有好身材，要男朋友帅，要有车，有房子，要出人投地…我们的欲望膨胀的时候，快乐从一种本能变成一种奢侈品。
 0b62b94af332f71984c60c7a1f0a0dfd | 3859921156412387 | 【35只开板次新股估值低于行业均值】  　　经历市场巨震后，昨日，A股上演逆袭战，次新股指数大涨近6...  @新浪财经
 0b66c63462ebf9931b8c4717ce54f28e | 3859643182916161 | 【深圳市#飞马国际#供应链股份有限公司关于第一期员工持股计划实施进展的公告】本公司及董事会全体成员保证公告内容真实、准确、完整，不存在虚假记载、误导性陈述或重大遗漏。根据中国证监会《关于上市公司实施员工持股计划试点的指导意见》及深圳证券交易所《中小板信息披露...
 0b6774097dc0ac0131b1fdf4818470aa | 3859888029825149 | 继续转发，邦主不回应一下么~//@投资家丁邦中: 回复@浩_职员_沪:我是中国人！//@浩_职员_沪:国外机构做空中国，我是中国人，我会支持中国，我不卖只买，我相信国家的未来会好起来。你们可以骂我是傻逼，但是我决不当卖国贼，决不当汉奸[怒骂]
 0b6dd9e84aa874286db0f874cf9346d2 | 3859872259216706 |  //@陈思进:谢谢关注和点评！ || @AA231459579: 陈老师以前就很佩服你对黄金的看法，可就因为看到股市您的提醒我曾因股市对您不敬，现在看来还是您见识深远，请您原谅我的冒失，中国缺少您这样的学者
 0b6e192f5ef0714cac1a6f62e493a0bc | 3859771151140517 | 魅族[跳舞花][跳舞花]，现在开始进入新的领域了
 0b70baff457d25962cd0460fe92ffe3d | 3859611121917841 | 【Zynga CEO在二次发行中出售1650万股】Zynga在提交给美国证券交易委员会(SEC)的文件中称，公司CEO马克·平卡斯(Mark Pincus)将在二次发行中出售1650万股股票。Zynga在文件中称，公司股东将在二次发行中销售4300万股股票，其中CEO平卡斯将
 0b7201d4eab52b7a381ccc87f7d2bce6 | 3859614309720508 | #半永久定妆#的重要性：素颜也可以如此美丽！@首尔喜哥，专注于打造素颜之美。纹韩式半永久眉，种混血发际线，变美之余响应市场进行创业。专业医师一对一授课，快来加入#韩国半永久化妆培训班#吧。
 0b75341178f28924a3e5a3e3363e3adb | 3859755116555755 | 【全新福特探险者于4月正式上市】3月福特中国宣布，旗下大型7座SUV——2013款全新福特探险者将在上海车展之前正式以进口方式在中国市场开始销售。
 0b7ae69506855d1be308e6c98a869594 | 3859943788752503 | 神创造全球历史最大泡沫，中小板泡沫也早超07年。5 6月份大股东暴力减持，证监会严查配资，高位买家也越来越少。一旦跌，配资排队强平，基金和散户夺命而逃，机构间互不信任，若有机会都逃命。核心还是泡沫太巨大
 0b7d6de250667caa3456a9cb6b10d6b5 | 3859834560297044 | @全民铁路 @全民基金#全民保险# 看到股票行情压力好大噢[尊上么么哒][酷]
 0b84a05773e13d6952917b2cb01aed3e | 3859737940942377 | //@香港通迅社: //@干卫东律师://@太平金黄鱼:老牛逼了//@山高路远N:联合国有个排行榜//@同唱国际歌1:满嘴是屎竟然喷人家屁股没擦干净。//@东孟聂正文02:凡是控制媒体的，都应该消灭掉！//@临时工119:央视批判日本政府控制媒体 老牛逼了//@报人老罗:支持央视，骂死那些管控媒体的
 0b8508c4b6bab24102881c2576716d02 | 3859703442630975 | 【Exiles】在游戏中玩家将扮演一位战斗经验丰富的雇佣兵去探索一个未知的荒凉星球，游戏的整体感觉与《乌鸦之剑 :暗影大陆》非常相似，开阔的地图、高自由度的行动模式以及未知的危险和秘密。目前游戏开发商表示，这只是一个游戏早期的版本，不过画面和各种特效看起来都已经非常出色了。
 0b934c0935bedc3ca77797d45604c7cc | 3859714314147464 | 7月1日停复牌公司一览：7月1日讯,根据沪深交易所安排,本周三停牌的证券有:新中基(000972)、浙江永强(002489)、恒顺众昇(300208)、宏图高科(600122)、桂东电力(600310)、迪马股份(6005 ...(发自@微博桌面 
 0b934c0935bedc3ca77797d45604c7cc | 3859788897517518 | 中金所：QFII、RQFII利用期指做空A股市场传闻不实 昨日，市场传闻南方基金香港公司、高盛等外资机构做空A股市场。中金所称包括高盛在内的QFII、RQFII在股指期货中只能做淘宝交易，且这些机构近期的套保交易符合规则，没有所谓大幅做空行为。
 0b934c0935bedc3ca77797d45604c7cc | 3859832093844728 | 发表了博文《7月1日涨停股票盘后总结》周三早盘，沪指低开高走，震荡攀升，盘中站上4300点，权重股低迷，临近午盘沪指冲高回落；午后开盘沪指震荡走低，盘中多次跳水，尾盘跌幅扩大，连续失守4200、410
 0b934c0935bedc3ca77797d45604c7cc | 3859739471764035 | 中广核与法国企业签署长期合作协议：在中法两国总理共同见证下，中国广核集团与EDF、AREVA签署三方在核反应堆领域建立长期合作的意向协议书，将就百万千瓦级反应堆的全球市场情况开展调查，并讨论开展长期合作。同时三方将在150-170万千瓦的高功率反应堆方面进行长期合作。
 0b943fc45344574ca31e4ff72f7fc6fd | 3859699063218121 | 这个租赁平台体系很适合一般投资者进行投资。[礼物]
 0bac61dd4bafcc90ea9598cb76a3fb2d | 3859870929427170 | 【苹果将建实时竞价平台 销售应用内广告】据国外媒体报道，多名消息人士透露，苹果领导层给iAds广告团队传达了一项新任务：大力推销iTunes Radio广告；该销售团队正忙于推销iTunes Radio广告位，该公司也将建立一个实时竞价平台来自动化应用内广告销售。
 0bb438afa0af6a792280c3b786264c94 | 3859745368287416 | 恒远商城 恒远国际集团公司河南郑州直销招商部，免费送直饮净水机免费送信用卡，花多少钱送多少钱等于免费购买不用任何推广销售都可以赚钱回本，如果你正在寻找项目如果你需要增加收入，全国招代理和微商兼职人员，与我们合作免费送你微信加粉软件神器送pos机送流量卡上网卡系统招商微信QQ1397286146
 0bbc34c5332c49284e86e699dd28978d | 3859739635563236 | 中法两国总理共同见证下，中国广核集团与EDF、AREVA签署三方在核反应堆领域建立长期合作的意向协议书，将就百万千瓦级反应堆的全球市场情况开展调查，并讨论开展长期合作。同时三方将在150-170万千瓦的高功率反应堆方面进行长期合作。
 0bcfa44fcf6f24324188fc75c13c13a0 | 3859584684487829 | 《6·29股灾说明政府彻底败给了市场》  @手机搜狐）
 0bd1cdece4b2245726c524b626115a65 | 3859913640489436 | 回顾中国改革开放和A股市场的发展历程，中国经济已经从市场经济时代跨入资本经济时代。利率汇率市场化改革、设立亚投行都是这个时代的明显特征。在前面的一轮大周期波浪行情中，A股市场机制已经基本完善，现在和以后已经成为资本时代下资本市场的重要组成部分。
 0bd2b03b9891c466cc68a0c96a89e6b9 | 3859859231655737 | 肖刚下台！肖刚下台！早不去查配资！等大盘去到五千多点才去查！这样肯定死很多人，不要说没想到吧？//@读书啃万卷:要降杠杆为什么前期不降？到了五千多点的时候再说降不是坑爹吗//【证监会主席肖钢是怎么被媒体玩坏的?压力够大】  
 0bd71aad33a1ac9aa771b78e32be2807 | 3859819163049269 | 发表了博文《再现暴跌说明投资者信心恢复很难！》反弹仅进行了一天，今天大盘就再次大幅杀跌，千股跌停局面再次出现！这说明什么？说明遭到毁灭性打击的投资者信心要重新恢复起来有多难！这完全是管理层诚信缺失所造
 0bdefccfa0fcf7b4212ba97b5009e32b | 3859751777879464 | 大盘继续震荡走势，中报高送转概念个股整体强势，一旦大盘回升动作将快速上升，而在大盘回落中，他们的下跌幅度非常有限。这一类股在抗跌的基础上稳步攀升。
 0bdefccfa0fcf7b4212ba97b5009e32b | 3859800029335152 | 现在市场缺乏的不是资金，不是政策，而真正缺乏的是信心，即有大资金和政策托市，但与市场底还存在一定的差离，所以人气和技术上都需要时日回恢复，所以目前震荡走势的常态。
 0bdefccfa0fcf7b4212ba97b5009e32b | 3859781033252246 | 据华尔街日报消息，目前政府对股市崩盘的担忧已超过对其他经济问题的关注。知情人称，财政部正考虑降低股票交易印花税，但下调须国务院批准，且如果股市今后几周重新站稳，官员可能会反对减税；大规模的主权财富基金也处于待命模式中，只待政府一声令下便可随时入场。
 0bdefccfa0fcf7b4212ba97b5009e32b | 3859740587561742 | 银行、证券杀跌，唯券商表现较强，不过靠单边力量是不能具备强势反攻条件的，不过创业板大反弹，市场结构性机会还的有的，重点关注中报高送转以及超跌但有重组、定方增发的个股继续关注。
 0be42a6d2bef9bf27fbc8cb3c260f6a1 | 3859883252641660 | 这些年过得还算可以，遇见过很多人完成了很多事情，现在我却总是回忆当时不服输的你，很感谢你曾经那么倔强，我才能变成现在的自己。有一天我会老去，希望你会满意，我没有对不起你。（给十年前的自己）
 0be75a95a108a751df598095d9f3f5b3 | 3859887593622991 |  //@你们比窦娥冤:@沧海雄枭:@人民日报 @央视新闻 //@头条全球新闻: @中国正义联盟团：司法腐败,[赞] 警匪一家！@南方传煤:宝鸡警察比土匪厉害！陕西无人官的冤案?: 贪官法贼横行霸道的地方，就是平民百姓的人间地狱[话筒]@反黑不怕狗咬 :公开举报宝鸡警匪队长？ 黑省，黑警，黑心?
 0c05a01e7682ac9109bde358832c0476 | 3859727991908979 | 【推动向移动方向转型 Facebook内部关闭自家网站】据国外媒体报道，曾经担任过Gowalla首席执行官的Facebook产品经理乔什•威廉姆斯（Josh Williams）表示，移动对Facebook非常重要，已经上升到了战略高度，为此Facebook在公司内部将自家网站
 0c0a29adc3d0dbdd3e3cfd553b4f6e43 | 3859656949046724 | 【贵阳经济开发区年内新增16家亿元级企业】贵阳国家经济技术开发区“七大行动计划”已于近日启动。通过实施该计划，经开区年内将新增亿元级规模以上企业16家，力争实现规模以上企业总数突破100家，年产值10亿元以上企业新增2家。
 0c18792a3f0539fe6ace25113894ee6d | 3859850477697022 | 这个价格很有可能，只不过考生要多花计时费用，总体衡量价格应该在2500左右吧，目前市场价格在3000左右，国家政策出台后，应该控制在2500区间，或者更低。
 0c1b126541c2cd10fba856126f629abc | 3859806207534917 | 醉了[笑cry]//@Anna陌小柒:来点猛料啊[doge][笑cry]//@tomobean-khunnie: 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈继续继续继续D社继续反击[笑cry][笑cry][笑cry]
 0c1f5aa01b77c025793b3650ba54332a | 3859695100041209 | 股市跌停大妈唱什么歌？//【白岩松:养老金入市促股市反弹 但别把他当救星 】  
